OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3454114,T20170008024,ABS to receive accident,Finished,21/04/2017,21.05.00,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Cross intersection,Fatal accident,50 km/hr,No,51051,145.41626,-36.38086,Intersection,SHEPPARTON,NORTH EASTERN REGION,2537346.83,2568616.726,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,SHEPPARTON,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3454192,T20170007280,ABS to receive accident,Finished,10/04/2017,17.00.00,No,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,316096,143.55313,-38.75114,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2374190.005,2304676.925,4,3,1,2,0,1,2,2,0,3,1,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,1,RURAL_VICTORIA,RURAL_VICTORIA,COLAC OTWAY,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3454302,T20170007347,ABS to receive accident,Finished,11/04/2017,07.30.00,No,Collision with a fixed object,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,316240,145.70249,-37.31117,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2562264.667,2465241.384,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,1,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3454322,T20170008131,ABS to receive accident,Finished,23/04/2017,16.20.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,317474,145.28405,-38.38238,Non-Intersection,(FRENCH ISLAND),EASTERN REGION,2524822.11,2346539.938,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,(FRENCH ISLAND),"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3454340,T20170008549,ABS to receive accident,Finished,30/04/2017,09.56.00,Yes,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,Yes,Not at intersection,Fatal accident,70 km/hr,No,317136,145.49896,-38.02675,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2543809.083,2385939.803,3,1,1,0,0,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3454386,T20170007013,ABS to receive accident,Finished,7/04/2017,13.45.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,50 km/hr,No,45167,144.86313,-37.77886,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2487943.404,2413560.56,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3454388,T20170007019,ABS to receive accident,Finished,7/04/2017,18.15.00,Yes,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Fatal accident,70 km/hr,No,43510,145.14601,-38.14848,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2512799.154,2372532.652,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3454394,T20170007027,ABS to receive accident,Finished,7/04/2017,17.38.00,Yes,Collision with vehicle,Friday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,316011,145.21803,-38.00085,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2519150.275,2388907.856,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3454395,T20170007028,ABS to receive accident,Finished,7/04/2017,14.00.00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,316010,143.40965,-36.28274,Non-Intersection,BULOKE,NORTHERN REGION,2357138.729,2578391.395,3,3,1,2,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BULOKE,NORTHERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3454413,T20170007789,ABS to receive accident,Finished,18/04/2017,16.19.00,No,Collision with a fixed object,Tuesday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,318023,147.21172,-36.38056,Non-Intersection,TOWONG,NORTH EASTERN REGION,2698417.874,2566426.279,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,TOWONG,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3454451,T20170007408,ABS to receive accident,Finished,12/04/2017,17.15.00,No,Collision with a fixed object,Wednesday,OFF END OF ROAD/T-INTERSECTION.,No,Day,Yes,T intersection,Fatal accident,100 km/hr,No,316385,146.25742,-36.42582,Intersection,WANGARATTA,NORTH EASTERN REGION,2612746.11,2562964.894,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WANGARATTA,NORTH EASTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3454502,T20170007426,ABS to receive accident,Finished,12/04/2017,16.30.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,100 km/hr,No,299403,144.17455,-38.02824,Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2427527.178,2385575.627,5,4,2,0,2,1,3,2,0,3,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,TOWNS,TOWNS,GOLDEN PLAINS,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3454506,T20170007436,ABS to receive accident,Finished,13/04/2017,02.44.00,Yes,Collision with a fixed object,Thursday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,T intersection,Fatal accident,80 km/hr,Yes,316241,146.36202,-36.31097,Intersection,WANGARATTA,NORTH EASTERN REGION,2622307.357,2575577.889,2,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WANGARATTA,NORTH EASTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3454521,T20170007840,ABS to receive accident,Finished,18/04/2017,17.30.00,No,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,40067,144.97359,-37.86579,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2497676.198,2403920.238,2,2,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3454572,T20170007861,ABS to receive accident,Finished,19/04/2017,14.45.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,317135,149.13362,-37.57047,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2865021.351,2428770.531,4,4,1,1,2,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3454581,T20170008250,ABS to receive accident,Finished,25/04/2017,18.34.00,Yes,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Fatal accident,60 km/hr,No,45022,144.82909,-37.74609,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2484938.338,2417191.644,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3454706,T20170007177,ABS to receive accident,Finished,9/04/2017,14.30.00,No,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,316048,145.52528,-37.74248,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2546294.14,2417478.666,5,5,2,3,0,0,3,2,0,4,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3454715,T20170007523,ABS to receive accident,Finished,14/04/2017,08.50.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,316262,145.52697,-38.06417,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2546245.473,2381773.089,2,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Metro
3454832,T20170007986,ABS to receive accident,Finished,21/04/2017,12.10.00,No,Collision with vehicle,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,249211,145.34553,-38.04307,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2530331.086,2384188.419,3,3,1,1,1,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,No,0,10,0,10,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Divided,Div,Metro
3454836,T20170007992,ABS to receive accident,Finished,21/04/2017,13.45.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,316508,144.49871,-36.61718,Non-Intersection,BENDIGO,NORTHERN REGION,2455162.557,2542359.138,3,2,1,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,1,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3454868,T20170007593,ABS to receive accident,Finished,15/04/2017,16.45.00,Yes,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,100 km/hr,No,29826,145.62022,-38.06851,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2554425.098,2381242.403,5,5,1,4,0,0,2,2,0,3,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,"Freeway,Local Road",Divided,"Div,Undiv",Metro
3454933,T20170006886,ABS to receive accident,Finished,6/04/2017,02.20.00,Yes,Collision with a fixed object,Thursday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,317167,144.15517,-37.95387,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2425752.035,2393815.026,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GOLDEN PLAINS,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3454947,T20170005663,ABS to receive accident,Finished,21/03/2017,02.30.00,Yes,Collision with a fixed object,Tuesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Dark Street lights on,Yes,Cross intersection,Fatal accident,70 km/hr,No,314280,144.60452,-37.6909,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2465121.983,2423258.289,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,SMALL_CITIES,SMALL_CITIES,MELTON,METROPOLITAN NORTH WEST REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Metro
3455046,T20170005704,ABS to receive accident,Finished,21/03/2017,11.10.00,No,Fall from or in moving vehicle,Tuesday,FELL IN/FROM VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,315425,146.28934,-36.77165,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2615088.375,2524558.341,4,1,1,0,0,3,4,0,0,0,1,0,0,0,3,0,0,0,0,0,No,0,1,0,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WANGARATTA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3455189,T20170005368,ABS to receive accident,Finished,17/03/2017,06.30.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Fatal accident,100 km/hr,No,315849,144.81499,-37.70438,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2483686.096,2421818.678,7,6,1,0,5,1,4,3,0,2,5,0,0,0,0,0,0,0,0,1,No,0,5,1,4,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3455235,T20170006648,ABS to receive accident,Finished,27/02/2017,07.00.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,Not at intersection,Fatal accident,100 km/hr,Yes,315760,144.58445,-36.56,Non-Intersection,BENDIGO,NORTHERN REGION,2462803.838,2548740.24,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3455323,T20170006293,ABS to receive accident,Finished,28/03/2017,14.10.00,No,Collision with a fixed object,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,316465,141.63853,-37.23846,Non-Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,2201831.361,2468275.008,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3455396,T20170006731,ABS to receive accident,Finished,3/04/2017,23.35.00,Yes,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,110 km/hr,Yes,318212,144.95266,-37.50237,Non-Intersection,MITCHELL,NORTHERN REGION,2495814.638,2444252.452,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MITCHELL,NORTHERN REGION,M,M,Arterial Highway,Arterial Highway,Divided,Div,Country
3455448,T20170006757,ABS to receive accident,Finished,4/04/2017,08.10.00,No,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,No,322051,144.45714,-38.28458,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2452499.698,2357299.389,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3455454,T20170005514,ABS to receive accident,Finished,19/03/2017,00.25.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,T intersection,Fatal accident,80 km/hr,No,315233,144.53982,-38.23638,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2459708.617,2362687.862,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,Yes,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3455466,T20170005902,ABS to receive accident,Finished,24/03/2017,03.28.00,Yes,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,315473,145.32245,-38.02459,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2528312.354,2386246.886,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,1,1,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Divided,Div,Metro
3455525,T20170005942,ABS to receive accident,Finished,24/03/2017,00.30.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,315426,141.27074,-37.44146,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2170106.098,2444550.767,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GLENELG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3455566,T20170005946,ABS to receive accident,Finished,24/03/2017,08.30.00,No,Collision with vehicle,Friday,U TURN,No,Day,Yes,T intersection,Fatal accident,100 km/hr,No,60580,143.3802,-37.44881,Intersection,PYRENEES,WESTERN REGION,2356694.684,2448978.449,3,2,1,1,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,PYRENEES,WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3455577,T20170005979,ABS to receive accident,Finished,24/03/2017,16.20.00,Yes,Collision with vehicle,Friday,PULLING OUT -REAR END,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,315427,146.00077,-36.46731,Non-Intersection,BENALLA,NORTH EASTERN REGION,2589686.45,2558634.54,2,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENALLA,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3455621,T20170006000,ABS to receive accident,Finished,25/03/2017,02.00.00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,315855,144.47692,-37.68779,Non-Intersection,MOORABOOL,WESTERN REGION,2453866.526,2423549.13,2,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOORABOOL,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3455628,T20170006007,ABS to receive accident,Finished,25/03/2017,04.14.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,315856,145.33348,-38.52099,Non-Intersection,BASS COAST,EASTERN REGION,2529087.56,2331136.715,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BASS COAST,"EASTERN REGION,EASTERN REGION",B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3455632,T20170006433,ABS to receive accident,Finished,30/03/2017,11.30.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,315976,142.74312,-36.07113,Non-Intersection,BULOKE,NORTHERN REGION,2296717.533,2600655.016,2,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BULOKE,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3455638,T20170006452,ABS to receive accident,Finished,30/03/2017,06.58.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,No,315664,141.7254,-37.603,Non-Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,2210925.395,2428114.184,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3455774,T20170010438,ABS to receive accident,Finished,28/05/2017,11.20.00,No,Collision with vehicle,Sunday,PULLING OUT (OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,317824,144.34038,-38.16658,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442192.568,2370333.684,6,6,1,4,1,0,4,2,0,3,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3455776,T20170010442,ABS to receive accident,Finished,28/05/2017,18.20.00,Yes,Collision with a fixed object,Sunday,OUT OF CONTROL (OVERTAKING),No,Dark No street lights,Yes,T intersection,Fatal accident,100 km/hr,Yes,73686,145.14897,-38.3766,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2513018.574,2347208.466,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3455781,T20170010457,ABS to receive accident,Finished,28/05/2017,16.05.00,Yes,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,110 km/hr,No,309207,146.1206,-36.49552,Intersection,BENALLA,NORTH EASTERN REGION,2600388.341,2555384.807,4,3,2,1,0,1,2,2,0,2,2,0,0,0,0,0,0,0,1,1,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENALLA,NORTH EASTERN REGION,M,M,Freeway,"Freeway,Local Road",Divided,"Div,Undiv",Country
3456067,T20170011432,ABS to receive accident,Finished,11/06/2017,11.00.00,No,Collision with vehicle,Sunday,PULLING OUT (OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,No,318283,145.16241,-38.18948,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2514228.748,2367979.506,7,2,1,1,0,5,5,2,0,2,4,0,0,1,0,0,0,0,0,0,No,0,5,0,4,1,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3456128,T20170010240,ABS to receive accident,Finished,25/05/2017,15.20.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Fatal accident,40 km/hr,No,38146,145.04626,-37.76543,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2504075.464,2415058.382,2,2,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,BANYULE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3456312,T20170011129,ABS to receive accident,Finished,7/06/2017,07.51.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,318544,145.18022,-38.01909,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2515824.719,2386890.364,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
